Dataset di provenienza;tipo_metafora;testo;etichetta;argomento;veicolo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;spina rosa;0;rosa;spina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;nodo spago;0;spago;nodo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;altalena parco;0;parco;altalena;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;faro luce;0;luce;faro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fiamma candela;0;candela;fiamma;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;chiavi lucchetto;0;lucchetto;chiavi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;benda occhi;0;occhi;benda;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;bomba mina;0;mina;bomba;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;mosaico arte;0;arte;mosaico;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;giostra scivolo;0;scivolo;giostra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;scala gradino;0;gradino;scala;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;nido uccello;0;uccello;nido;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;scudo stemma;0;stemma;scudo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lente occhiali;0;occhiali;lente;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ruota carro;0;carro;ruota;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ferita cerotto;0;cerotto;ferita;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;quaderno penna;0;penna;quaderno;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pendolo orologio;0;orologio;pendolo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;maschera carnevale;0;carnevale;maschera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;labirinto siepe;0;siepe;labirinto;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;violino sonata;0;sonata;violino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ingranaggi macchina;0;macchina;ingranaggi;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;trappola topo;0;topo;trappola;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;scintilla fiammifero;0;fiammifero;scintilla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pianoforte tasto;0;tasto;pianoforte;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;miele sciroppo;0;sciroppo;miele;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;muro cemento;0;cemento;muro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;armatura elmo;0;elmo;armatura;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;molla materasso;0;materasso;molla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;vulcano lava;0;lava;vulcano;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;crepa parete;0;parete;crepa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tenaglia bullone;0;bullone;tenaglia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;guscio uovo;0;uovo;guscio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;specchio riflesso;0;riflesso;specchio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;diamante diadema;0;diadema;diamante;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cuscino letto;0;letto;cuscino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;chiodo martello;0;martello;chiodo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tritacarne polpetta;0;polpetta;tritacarne;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;trapano buco;0;buco;trapano;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;orchestra concerto;0;concerto;orchestra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;pietre vicolo;0;vicolo;pietre;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;miccia dinamite;0;dinamite;miccia;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;torrente ghiaia;0;ghiaia;torrente;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;stufa caldaia;0;caldaia;stufa;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;ceramica bambola;0;bambola;ceramica;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;spugna straccio;0;straccio;spugna;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;velo abito;0;abito;velo;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;sole raggi;0;raggi;sole;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;finestra tapparella;0;tapparella;finestra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;teatro spettacolo;0;spettacolo;teatro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;tesoro corona;0;corona;tesoro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;serra pianta;0;pianta;serra;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;colla forbice;0;forbice;colla;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;trampoli circo;0;circo;trampoli;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cappio corda;0;corda;cappio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cartone pacco;0;pacco;cartone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;gommone salvagente;0;salvagente;gommone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;rubino gioiello;0;gioiello;rubino;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;cascata roccia;0;roccia;cascata;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;barca vela;0;vela;barca;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;groviera parmigiano;0;parmigiano;groviera;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lana cotone;0;cotone;lana;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;nastro regalo;0;regalo;nastro;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;lampadario soffitto;0;soffitto;lampadario;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;noce mandorla;0;mandorla;noce;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;benzina rifornimento;0;rifornimento;benzina;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;piuma oca;0;oca;piuma;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fontana giardino;0;giardino;fontana;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;guinzaglio cane;0;cane;guinzaglio;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;mattone casa;0;casa;mattone;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;fuoco cenere;0;cenere;fuoco;;;;;;;;;;
Dataset_Bambini2024;Nominal word pair;perla collana;0;collana;perla;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quegli avvocati sono squali;1;avvocato;squalo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quegli scalatori sono scoiattoli;1;scalatore;scoiattolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei banchieri sono vampiri ;1;banchiere;vampiro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei giornalisti sono avvoltoi ;1;giornalista;avvoltoio;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quelle ballerine sono farfalle ;1;ballerina;farfalla;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei venditori sono ortiche;1;venditore;ortica;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quelle suocere sono vipere;1;suocera;vipera;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le bambine sono zuccherini;1;bambina;zuccherino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei chitarristi sono mitraglie;1;chitarrista;mitraglia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei ministri sono banderuole;1;ministro;banderuola;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi impiegati sono zerbini;1;impiegato;zerbino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi poliziotti sono mastini;1;poliziotto;mastino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I neonati sono batuffoli;1;neonato;batuffolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi cantanti sono usignoli;1;cantante;usignolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I pesisti sono ippopotami;1;pesista;ippopotamo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Molti cuochi sono mongolfiere;1;cuoco;mongolfiera;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certe ragazze sono spighe;1;ragazza;spiga;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I brontoloni sono caffettiere;1;brontolone;caffettiera;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli sposi sono pinguini;1;sposo;pinguino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi soldati sono birilli;1;soldato;birillo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I bebè sono anatroccoli;1;bebè;anatroccolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei tennisti sono brocchi;1;tennista;brocco;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le ginnaste sono libellule;1;ginnasta;libellula;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I pianisti sono polipi;1;pianista;polipo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi politici sono pavoni;1;politico;pavone;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I bagnini sono lucertole;1;bagnino;lucertola;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni dipendenti sono marionette;1;dipendente;marionetta;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi degenti sono mummie;1;degente;mummia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I postini sono trottole;1;postino;trottola;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni insegnanti sono ghiaccioli;1;insegnante;ghiacciolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I fuggitivi sono saponette;1;fuggitivo;saponetta;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni capiufficio sono iene;1;capufficio;iena;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli investigatori sono tarli;1;investigatore;tarlo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I ballerini sono cigni;1;ballerino;cigno;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certe nuore sono trapani;1;nuora;trapano;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I fruttivendoli sono megafoni;1;fruttivendolo;megafono;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi amici sono ancore;1;amico;ancora;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I filosofi sono aeroplani;1;filosofo;aeroplano;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli archeologi sono talpe;1;archeologo;talpa;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi burocrati sono fossili;1;burocrate;fossile;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli anziani sono lumache;1;anziano;lumaca;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quegli adepti sono cagnolini;1;adepto;cagnolino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I bambini sono pappagalli;1;bambino;pappagallo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I corridori sono lepri;1;corridore;lepre;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I figli sono stampelle;1;figlio;stampella;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi professori sono lanterne;1;professore;lanterna;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni scolari sono uragani;1;scolaro;uragano;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I fumatori sono barbecue;1;fumatore;barbecue;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certe donne sono altoparlanti;1;donna;altoparlante;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I credenti sono greggi;1;credente;gregge;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I fattorini sono grilli;1;fattorino;grillo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni dentisti sono ruspe;1;dentista;ruspa;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I nonni sono pilastri;1;nonno;pilastro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le nonne sono bussole;1;nonna;bussola;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Molti giovani sono rebus;1;giovane;rebus;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli acrobati sono vortici;1;acrobata;vortice;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le maestre sono enciclopedie;1;maestra;enciclopedia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I portieri sono saracinesche;1;portiere;saracinesca;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi mariti sono massi;1;marito;masso;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli storici sono cannocchiali;1;storico;cannocchiale;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi fidanzati sono pupazzi;1;fidanzato;pupazzo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli oppositori sono muli;1;oppositore;mulo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I punk sono galli;1;punk;gallo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I pugili sono panda;1;pugile;panda;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Molti automobilisti sono schegge;1;automobilista;scheggia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I magazzinieri sono robot;1;magazziniere;robot;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I giocatori sono volpi;1;giocatore;volpe;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I gemelli sono fotocopie;1;gemello;fotocopia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli adolescenti sono pendoli;1;adolescente;pendolo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei cestisti sono draghi;1;cestista;drago;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcune fanciulle sono porcellane;1;fanciulla;porcellana;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certe mogli sono martelli;1;moglie;martello;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli operai sono formiche;1;operaio;formica;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni fanciulli sono agnelli;1;fanciullo;agnello;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi alunni sono asini;1;alunno;asino;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I pazzi sono labirinti;1;pazzo;labirinto;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni chef sono botti;1;chef;botto;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcune soubrette sono scheletri;1;soubrette;scheletro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I disertori sono conigli;1;disertore;coniglio;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certe ragazzine sono perle;1;ragazzina;perla;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Quei saltatori sono molle;1;saltatore;molla;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I papà sono ombrelli;1;papà;ombrello;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I vecchi sono tartarughe;1;vecchio;tartaruga;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli astronauti sono piume;1;astronauta;piuma;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I rugbisti sono tori;1;rugbista;toro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli Svizzeri sono cronometri;1;svizzero;cronometro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi cantautori sono campane;1;cantautore;campana;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I genitori sono scudi;1;genitore;scudo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli ubriaconi sono spugne;1;ubriacone;spugna;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le segretarie sono agende;1;segretaria;agenda;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I leader sono fari;1;leader;faro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I poppanti sono fontane;1;poppante;fontana;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I calciatori sono frecce;1;calciatore;freccia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I tossicodipendenti sono discariche;1;tossicodipendente;discarica;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I ciclisti sono razzi;1;ciclista;razzo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I taxisti sono mappe;1;taxista;mappa;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le spie sono serpenti;1;spia;serpente;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni ragazzini sono terremoti;1;ragazzino;terremoto;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Molti atleti sono fulmini;1;atleta;fulmine;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli scienziati sono lampi;1;scienziato;lampo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli eremiti sono lupi;1;eremita;lupo;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I culturisti sono sculture;1;culturista;scultura;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I giudici sono bilance;1;giudice;bilancia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le bibliotecarie sono rubriche;1;bibliotecaria;rubrica;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcuni marmocchi sono tempeste;1;marmocchio;tempesta;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I pompieri sono leoni;1;pompiere;leone;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le spose sono nuvole;1;sposa;nuvola;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I buttafuori sono armadi;1;buttafuori;armadio;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Certi ex sono ferite;1;ex;ferita;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli attori sono maschere;1;attore;maschera;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le guardie sono statue;1;guardia;statua;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I muratori sono rocce;1;muratore;roccia;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Alcune modelle sono fantasmi;1;modella;fantasma;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Le sorelle sono colonne;1;sorella;colonna;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I compagni sono specchi;1;compagno;specchio;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I corrieri sono orologi;1;corriere;orologio;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I parenti sono radici;1;parente;radice;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli amanti sono fiamme;1;amante;fiamma;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I tifosi sono onde;1;tifoso;onda;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I confidenti sono pesci;1;confidente;pesce;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I canottieri sono montagne;1;canottiere;montagna;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;Gli alleati sono muri;1;alleato;muro;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I fratelli sono spalle;1;fratello;spalla;;;;;;;;;;
Dataset_Canal2022;Nominal predicative;I maestri sono libri;1;maestro;libro;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'alito è una fogna;1;alito;fogna;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'uragano è un carrarmato;1;uragano;carrarmato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella borsa è un macigno;1;borsa;macigno;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella città è una giungla;1;città;giungla;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle guance sono pesche ;1;guancia;pesca;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel bacio è un peperoncino;1;bacio;peperoncino;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella bocca è una fragola;1;bocca;fragola;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella locomotiva è un drago;1;locomotiva;drago;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella ruga è un burrone;1;ruga;burrone;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel vestito è una tenda;1;vestito;tenda;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel lago è un cristallo;1;lago;cristallo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel sorriso è una stella;1;sorriso;stella;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella pelle è una porcellana;1;pelle;porcellana;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel prato è un velluto;1;prato;velluto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel mento è un precipizio;1;mento;precipizio;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel viso è una seta;1;viso;seta;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella nebbia è un muro;1;nebbia ;muro;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'orecchio è una padella;1;orecchio;padella;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella mano è una grattugia;1;mano;grattugia;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel naso è un uncino;1;naso;uncino;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei denti sono una ghigliottina;1;dente;ghigliottina;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle palpebre sono serrande;1;palpebra;serranda;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle ciglia sono un ventaglio;1;ciglia;ventaglio;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei piedi sono zattere;1;piede;zattere;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella pancia è una mongolfiera;1;pancia;mongolfiera;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella barba è un batuffolo;1;barba;batuffolo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli zigomi sono montagne;1;zigomo;montagna;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle gambe sono trampoli;1;gamba;trampolo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella caviglia è un pallone;1;caviglia;pallone;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel braccio è una sbarra;1;braccio;sbarra;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei capelli sono spaghetti;1;capello;spaghetto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella fronte è una pianura;1;fronte;pianura;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli addominali sono marmo;1;addominale;marmo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle labbra sono un canotto;1;labbro;canotto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei bicipiti sono sassi;1;bicipite;sasso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle unghie sono ruspe;1;unghia;ruspa;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle dita sono tentacoli;1;dito;tentacolo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei peli sono aghi;1;pelo;ago;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel brufolo è un vulcano;1;brufolo;vulcano;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel neo è una mora;1;neo;mora;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'autostrada è un serpente;1;autostrada;serpente;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella fabbrica è un alveare;1;fabbrica;alveare;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella luna è un palloncino;1;luna;palloncino;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella sigaretta è un proiettile;1;sigaretta ;proiettile;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella stanza è una discarica;1;stanza;discarica;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel computer è una tartaruga;1;computer ;tartaruga;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel libro è una lanterna;1;libro;lanterna;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'automobile è un missile;1;automobile;missile;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel cavo è un gomitolo;1;cavo;gomitolo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel cappello è un fungo;1;cappello;fungo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella grondaia è uno scolapasta;1;grondaia;scolapasta;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella casa è un gioiello;1;casa;gioiello;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'ospedale è un labirinto;1;ospedale;labirinto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel diario è una miniera;1;diario;miniera;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'aiuola è un arcobaleno;1;aiuola;arcobaleno;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel sonaglio è una camomilla;1;sonaglio;camomilla;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella nuvola è una perla;1;nuvola;perla;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella firma è un geroglifico;1;firma;geroglifico;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli abiti sono petali;1;abito;petalo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel mare è uno smeraldo;1;mare;smeraldo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella piscina è un brodo;1;piscina;brodo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel pannolino è una diga;1;pannolino;diga;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'aspirapolvere è un'astronave;1;aspirapolvere;astronave;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel bar è un cimitero;1;bar ;cimitero;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'alito è fresco;0;alito;fresco;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'uragano è devastante;0;uragano;devastante;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella borsa è davvero capiente;0;borsa;capiente;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella città è proprio caotica;0;città;caotico;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle guance sono pallide;0;guancia;pallido;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel bacio è appassionato;0;bacio;appassionato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella bocca è morbida ;0;bocca;morbido;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella locomotiva è rumorosa;0;locomotiva;rumoroso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella ruga è molto sottile;0;ruga;sottile;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel vestito è molto corto;0;vestito;corto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel lago è artificiale;0;lago;artificiale;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel sorriso è contagioso;0;sorriso;contagioso;;;;;;;;;;
